8.22E-15,-90,-90,-8.88E-16,90,-7.02E-15,500,0,0,0,793.8,-163.9,866.4
-59.73061605,-128.501695,-53.82034484,2.322039875,149.730616,-4.03E-15,1703.723475,1,0,0,560.798373,-905.3088171,710.0337035
-53.62771935,-113.1398691,-81.62695792,14.76682699,143.6277194,-5.57E-15,1158.222911,0,0,0,560.798373,-736.1066699,671.4144176
-46.82449148,-99.70535008,-88.13841991,7.843769993,136.8244915,-9.72E-15,405.4337912,0,0,0,560.798373,-600.4170832,779.6232522
-46.82449148,-99.96881016,-70.35979641,-9.671393428,136.8244915,-6.54E-15,809.5624394,0,0,0,560.798373,-600.4170832,953.1767478
-53.62771935,-118.0423861,-34.12022103,-27.8373929,143.6277194,-3.98E-15,643.5209945,0,0,0,560.798373,-736.1066699,1061.385582
-55.44476945,-115.7950286,-58.07361808,-6.131353302,145.4447694,-4.20E-15,1753.950973,1,0,0,560.798373,-780.6108567,866.4
-36.88432077,-139.8420866,-34.01102589,-6.146887492,126.8843208,-5.95E-15,2228.317165,1,0,0,952.9358992,-753.2530926,710.0337035
-28.54335956,-125.4351708,-62.76176273,8.196933527,118.5433596,-8.69E-15,1953.761783,1,0,0,952.9358992,-584.0509455,671.4144176
-20.51079263,-116.1894337,-66.20461748,2.394051173,110.5107926,-1.09E-14,1879.705883,1,0,0,952.9358992,-448.3613587,779.6232522
-20.51079263,-118.5893678,-45.00062342,-16.41000878,110.5107926,-7.76E-15,1407.677666,1,0,0,952.9358992,-448.3613587,953.1767478
-30.91074174,-130.4196155,-34.75667623,-14.82370827,120.9107417,-7.20E-15,869.4875444,0,0,0,952.9358992,-628.5551323,866.4
-86.60170728,-140.7551306,-16.05503978,-23.1898296,176.6017073,2.51E-13,1216.194045,0,0,0,117.8602553,-1007.879976,866.4
-86.32503252,-125.299252,-59.08725885,4.386510853,176.3250325,2.25E-13,1821.68211,1,0,0,117.8602553,-932.5779368,710.0337035
-85.50090371,-109.4567693,-86.79802438,16.25479366,175.5009037,1.78E-13,339.5218142,0,0,0,117.8602553,-763.3757896,671.4144176
-84.51122425,-94.63855398,-93.8900386,8.528592574,174.5112242,1.40E-13,1174.429249,0,0,0,117.8602553,-627.6862029,779.6232522
-84.51122425,-94.69714603,-76.36205861,-8.940795356,174.5112242,1.40E-13,1096.797047,0,0,0,117.8602553,-627.6862029,953.1767478
-85.50090371,-112.5438308,-42.43011704,-25.02605213,175.5009037,1.78E-13,2077.43837,1,0,0,117.8602553,-763.3757896,1061.385582
-86.60170728,-140.7551306,-16.05503978,-23.1898296,176.6017073,2.51E-13,2046.14009,1,0,0,117.8602553,-1007.879976,866.4
-85.75169426,-111.8494404,-63.73440461,-4.416154995,175.7516943,1.92E-13,1747.455587,1,0,0,117.8602553,-807.8799764,866.4
-86.54486861,-156.1411293,-66.12651296,42.26764225,176.5448686,2.95E-13,879.5515733,0,0,0,117.8602553,-991.4221048,117.0729471
-86.38118815,-160.0358767,-69.94524524,49.98112193,176.3811882,2.79E-13,1203.680719,0,1,0,117.8602553,-916.1200652,-39.29334939
-70.19969628,-175.5016597,-73.07279439,68.57445407,160.1996963,-1.55E-13,793.5937071,0,1,0,-10.59627342,-434.0562285,-623.3586546
-23.06225588,-134.4211817,-70.07312993,-27.5056884,118.9377441,-52,1547.108116,1,1,1,117.8602553,-346.6320515,-1096.524489
-77.11784905,13.24160181,-82.1616428,-111.079959,167.117849,-1.84E-13,774.4626897,0,0,0,-116.3772814,745.2710355,646.7045223
-78.21849968,23.41552435,-80.55178077,-122.8637436,168.2184997,-1.87E-13,719.6994089,0,0,0,-116.3772814,820.5730751,490.3382258
-80.12969726,15.48341394,-54.72443209,-140.7589818,170.1296973,-1.96E-13,1079.290534,0,0,0,-116.3772814,989.7752223,451.7189398
-78.21849968,-3.825711641,-58.99623855,-117.1780498,168.2184997,-1.90E-13,1503.768802,1,0,0,-116.3772814,820.5730751,803.0708188
-77.11784905,13.24160181,-82.1616428,-111.079959,167.117849,-1.84E-13,1870.610388,1,0,0,-116.3772814,745.2710355,646.7045223
-79.68816791,3.271147336,-51.75040866,-131.5207387,169.6881679,-1.95E-13,814.7755592,0,0,0,-116.3772814,945.2710355,646.7045223
-129.377313,24.96386421,-80.41110847,-124.5527557,219.377313,-2.12E-13,1226.519682,0,1,0,771.07311,-115.564879,249.420297
-61.15908489,-72.74298575,-177.3795297,70.12251543,151.1590849,-3.99E-12,2006.731909,1,1,0,51.44425477,375.6835974,249.420297
-2.858293153,-50.56329925,2.65703275,94.39633273,92.85829315,-9.31E-14,536.6109911,0,1,0,-827.1133497,-81.03808364,249.420297
-84.80068603,-138.3551563,-52.94578046,11.30093677,172.0819123,1.934808501,1649.985924,1,1,0,-657.1472863,-757.5020782,238.9369181
-102.771783,-176.6404225,-55.396595,52.0370175,192.771783,6.74E-14,1455.086303,1,1,0,-307.7839259,-758.3190422,-303.4200683
-32.22803265,-39.98864119,9.3771016,98.88740166,122.2280326,-1.26E-13,1960.807587,1,1,0,-612.1862637,647.2583037,96.86606892
87.19181024,-152.1176782,-78.74726057,50.86493873,2.808189759,1.63E-12,1139.674108,0,0,0,430.1109736,893.2238525,96.86606892
87.40811008,-168.9302971,-59.9855116,48.9158087,2.591889916,1.78E-12,1237.055447,0,0,0,430.1109736,968.5258922,-59.50022757
251.4969728,-7.099164898,27.16772236,-20.06855746,161.4969728,180,1308.037772,1,0,0,430.1109736,1137.728039,-98.11951351
251.4969728,-19.72335215,13.41788946,6.305462692,161.4969728,180,2029.079866,1,0,0,430.1109736,1137.728039,291.8516514
248.3605569,-44.1198899,64.13134754,-20.01145764,158.3605569,180,2227.079321,1,0,0,430.1109736,968.5258922,253.2323654
246.6019501,-43.21162378,80.33083708,-37.11921329,156.6019501,180,2076.721852,1,0,0,430.1109736,893.2238525,96.86606892
250.7624522,-24.43845282,42.67927049,-18.24081767,160.7624522,180,2289.497769,1,0,0,430.1109736,1093.223853,96.86606892
234.0422168,-47.26930133,52.89242025,-5.623118923,144.0422168,180,677.5471433,0,0,0,667.6768929,893.2238525,416.3515598
236.455858,-36.07634111,48.5141308,-12.43778969,146.455858,180,2267.664557,1,0,0,667.6768929,968.5258922,259.9852633
74.14367767,-142.2624884,-43.35802657,5.620514961,15.85632233,-1.40E-13,2245.37991,1,0,0,667.6768929,968.5258922,572.7178563
72.94423062,-139.2895157,-65.20337578,24.49289147,17.05576938,1.22E-13,1049.83789,0,0,0,667.6768929,893.2238525,416.3515598
75.81031068,-167.5474728,-9.390348609,-3.062178584,14.18968932,1.82E-13,1822.050889,1,0,0,667.6768929,1093.223853,416.3515598
145.9939825,-200.5153831,-96.95094306,117.4663262,-55.99398253,-1.57E-13,2045.154799,1,0,0,56.71348399,309.3604826,-468.1965631
136.3198272,-211.8059588,-71.89175045,103.6977093,-46.31982724,-1.80E-13,2033.718593,1,0,0,56.71348399,384.6625222,-624.5628596
123.1066738,-214.5462629,-50.4681999,85.01446284,-33.10667376,-2.25E-13,674.2940353,0,0,0,56.71348399,553.8646694,-663.1821456
116.8586553,-204.3314952,-52.35217458,76.68366979,-26.85865534,-2.60E-13,1650.051128,1,0,0,56.71348399,689.5542562,-554.9733109
116.8586553,-186.4955083,-75.34100236,81.83651068,-26.85865534,-2.60E-13,1732.781504,1,0,0,56.71348399,689.5542562,-381.4198153
123.1066738,-176.0837253,-99.63258437,95.71630965,-33.10667376,-2.25E-13,327.0037308,0,0,0,56.71348399,553.8646694,-273.2109807
136.3198272,-183.7913413,-109.5003742,113.2917155,-46.31982724,-1.77E-13,2030.960084,1,0,0,56.71348399,384.6625222,-311.8302666
145.9939825,-200.5153831,-96.95094306,117.4663262,-55.99398253,-1.57E-13,1764.616091,1,0,0,56.71348399,309.3604826,-468.1965631
